contract_id,asset_type,asset_value,interest_rate,monthly_payment,remaining_term_months,probability_of_default
ENP-2026-04478,Solar,23135.9,0.0508,183.28,240,0.0158
ENP-2026-04479,Solar,26177.24,0.0543,179.97,240,0.0322
ENP-2026-04480,Solar,25775.81,0.0616,164.35,240,0.0138
ENP-2026-04481,Solar,25913.84,0.0545,165.52,240,0.0338
ENP-2026-04482,Solar,25162.61,0.0546,166.78,240,0.0136
ENP-2026-04483,Solar,26936.69,0.0618,191.91,240,0.0128
ENP-2026-04484,Solar,22331.61,0.058,166.88,240,0.0193
ENP-2026-04485,Solar,25776.98,0.0586,187.23,240,0.0363
ENP-2026-04486,Solar,26684.9,0.0562,188.49,240,0.0432
ENP-2026-04487,Solar,25940.28,0.0563,158.87,240,0.0062
ENP-2026-04488,Solar,23352.45,0.062,193.72,240,0.0442
ENP-2026-04489,Heat Pump,39147.75,0.0716,287.5,240,0.0186
ENP-2026-04490,Solar,28174.49,0.0685,191.57,240,0.0048
ENP-2026-04491,Solar,27703.02,0.063,180.7,240,0.0762
ENP-2026-04492,Solar,21668.18,0.061,194.44,240,0.0136
ENP-2026-04493,Solar,24045.9,0.0613,196.34,240,0.0039
ENP-2026-04494,Heat Pump,39088.21,0.0697,255.77,240,0.0219
ENP-2026-04495,Solar,25428.26,0.0591,174.52,240,0.0256
ENP-2026-04496,Solar,24892.29,0.0625,159.93,240,0.0101
ENP-2026-04497,Solar,24015.97,0.0601,180.75,240,0.0207
ENP-2026-04498,Solar,27803.93,0.0528,155.94,240,0.0311
ENP-2026-04499,Solar,25707.88,0.0606,191.35,240,0.0277
ENP-2026-04500,Solar,22797.47,0.058,185.74,240,0.0217
ENP-2026-04501,Solar,25354.71,0.0611,173.71,240,0.0335
ENP-2026-04502,Solar,27512.98,0.0551,164.31,240,0.0726
ENP-2026-04503,Solar,21952.81,0.0541,183.47,240,0.0255
ENP-2026-04504,Solar,26780.65,0.0592,196.93,240,0.012
ENP-2026-04505,Solar,26989.52,0.0546,192.45,240,0.0499
ENP-2026-04506,Solar,21902.94,0.0602,181.05,240,0.037
ENP-2026-04507,Solar,26280.02,0.0616,161.41,240,0.0086
ENP-2026-04508,Solar,26441.64,0.0596,190.15,240,0.0153
ENP-2026-04509,Solar,25349.18,0.0547,162.66,240,0.0094
ENP-2026-04510,Heat Pump,37872.7,0.0625,257.86,240,0.024
ENP-2026-04511,Solar,23894.08,0.0547,169.44,240,0.0109
ENP-2026-04512,Solar,25319.78,0.0544,152.35,240,0.0108
ENP-2026-04513,Solar,22537.13,0.055,171.73,240,0.0206
ENP-2026-04514,Solar,22075.12,0.0551,190.03,240,0.0339
ENP-2026-04515,Solar,25354.01,0.0614,193.25,240,0.0086
ENP-2026-04516,Solar,26498.3,0.0451,188.94,240,0.0229
ENP-2026-04517,Solar,22748.75,0.0555,193.51,240,0.0098
ENP-2026-04518,Heat Pump,30674.51,0.0642,271.45,240,0.0106
ENP-2026-04519,Solar,27461.84,0.054,191.79,240,0.0079
ENP-2026-04520,Solar,27333.64,0.0552,167.62,240,0.0438
ENP-2026-04521,Heat Pump,34237.07,0.0624,244.03,240,0.0471
ENP-2026-04522,Solar,26377.14,0.0628,159.22,240,0.0348
ENP-2026-04523,Heat Pump,34591.51,0.0652,233.59,240,0.0112
ENP-2026-04524,Solar,23468.06,0.0554,178.01,240,0.0205
ENP-2026-04525,Heat Pump,33557.73,0.061,276.03,240,0.0248
ENP-2026-04526,Solar,25876.57,0.0612,177.37,240,0.0178
ENP-2026-04527,Solar,24267.17,0.0597,185.11,240,0.0284
ENP-2026-04528,Heat Pump,36370.57,0.0655,238.1,240,0.0127
ENP-2026-04529,Solar,23472.23,0.0553,167.05,240,0.0029
ENP-2026-04530,Solar,24525.22,0.0512,159.82,240,0.0155
ENP-2026-04531,Solar,27017.56,0.0616,174.48,240,0.0387
ENP-2026-04532,Solar,24902.2,0.0542,175.0,240,0.0056
ENP-2026-04533,Solar,26224.25,0.0585,155.55,240,0.0092
ENP-2026-04534,Solar,22751.1,0.0698,203.42,240,0.043
ENP-2026-04535,Solar,25917.08,0.0599,152.92,240,0.0078
ENP-2026-04536,Solar,23683.9,0.0475,187.58,240,0.0255
ENP-2026-04537,Solar,26854.62,0.0528,176.45,240,0.0297
ENP-2026-04538,Solar,23781.43,0.0522,179.03,240,0.0196
ENP-2026-04539,Solar,25274.02,0.0572,189.57,240,0.0082
ENP-2026-04540,Solar,24387.79,0.0568,171.52,240,0.008
ENP-2026-04541,Solar,25734.55,0.0569,174.55,240,0.0057
ENP-2026-04542,Solar,26435.99,0.0644,183.25,240,0.021
ENP-2026-04543,Solar,22552.92,0.0627,185.03,240,0.0346
ENP-2026-04544,Solar,25726.03,0.056,180.04,240,0.0242
ENP-2026-04545,Solar,23909.24,0.0588,178.56,240,0.0363
ENP-2026-04546,Heat Pump,33481.73,0.0616,277.08,240,0.0101
ENP-2026-04547,Solar,26690.49,0.055,188.67,240,0.0463
ENP-2026-04548,Solar,23557.16,0.0526,161.8,240,0.0076
ENP-2026-04549,Solar,23979.67,0.0522,192.92,240,0.0192
ENP-2026-04550,Heat Pump,33223.62,0.0639,241.95,240,0.0532
ENP-2026-04551,Heat Pump,34377.35,0.0678,284.32,240,0.0459
ENP-2026-04552,Solar,23052.79,0.0536,188.88,240,0.0259
ENP-2026-04553,Solar,27487.24,0.0528,169.64,240,0.0253
ENP-2026-04554,Heat Pump,35920.92,0.0684,233.01,240,0.0474
ENP-2026-04555,Solar,22554.51,0.0549,151.97,240,0.0257
ENP-2026-04556,Solar,25374.94,0.0613,145.28,240,0.0538
ENP-2026-04557,Solar,24278.59,0.0504,204.9,240,0.0098
ENP-2026-04558,Solar,24322.88,0.0574,176.46,240,0.0053
ENP-2026-04559,Heat Pump,34433.51,0.0645,243.7,240,0.0529
ENP-2026-04560,Heat Pump,37314.7,0.0693,261.15,240,0.0169
ENP-2026-04561,Solar,24358.4,0.0485,181.29,240,0.0435
ENP-2026-04562,Solar,23659.27,0.0543,163.47,240,0.0115
ENP-2026-04563,Heat Pump,33623.69,0.0611,259.17,240,0.0566
ENP-2026-04564,Solar,24289.85,0.058,174.98,240,0.0162
ENP-2026-04565,Solar,26267.01,0.0588,157.15,240,0.0069
ENP-2026-04566,Heat Pump,36458.98,0.0613,241.36,240,0.0107
ENP-2026-04567,Solar,23845.49,0.0664,139.27,240,0.0482
ENP-2026-04568,Solar,26022.34,0.0539,190.77,240,0.0124
ENP-2026-04569,Solar,26548.98,0.059,180.83,240,0.0339
ENP-2026-04570,Heat Pump,32062.3,0.0681,228.94,240,0.0134
ENP-2026-04571,Solar,23950.3,0.0561,180.48,240,0.0113
ENP-2026-04572,Solar,28540.82,0.065,187.61,240,0.0371
ENP-2026-04573,Solar,26801.17,0.0536,201.46,240,0.0713
ENP-2026-04574,Heat Pump,32542.48,0.0631,251.8,240,0.0315
ENP-2026-04575,Heat Pump,34475.84,0.0619,258.02,240,0.0114
ENP-2026-04576,Solar,23999.65,0.0532,161.99,240,0.026
ENP-2026-04577,Solar,24757.28,0.0649,167.11,240,0.0282
ENP-2026-04578,Solar,20625.96,0.0533,196.29,240,0.0142
ENP-2026-04579,Heat Pump,33695.47,0.0687,244.16,240,0.0214
ENP-2026-04580,Solar,23659.78,0.048,173.12,240,0.0933
ENP-2026-04581,Heat Pump,34726.01,0.0625,237.68,240,0.0777
ENP-2026-04582,Solar,28546.79,0.0625,187.67,240,0.0076
ENP-2026-04583,Heat Pump,34482.96,0.0631,268.43,240,0.0126
ENP-2026-04584,Heat Pump,34354.98,0.0614,247.17,240,0.0263
ENP-2026-04585,Solar,23106.24,0.0605,181.29,240,0.0199
ENP-2026-04586,Heat Pump,33116.61,0.0712,265.53,240,0.0276
ENP-2026-04587,Solar,25248.4,0.0596,162.76,240,0.0078
ENP-2026-04588,Solar,25779.74,0.0519,167.87,240,0.0479
ENP-2026-04589,Solar,24670.68,0.057,177.33,240,0.0182
ENP-2026-04590,Solar,24862.81,0.0529,186.49,240,0.0469
ENP-2026-04591,Solar,25419.28,0.0604,166.33,240,0.0213
ENP-2026-04592,Solar,23256.04,0.062,177.11,240,0.0481
ENP-2026-04593,Solar,25786.74,0.0624,178.89,240,0.0099
ENP-2026-04594,Solar,27274.86,0.0614,170.06,240,0.0222
ENP-2026-04595,Solar,26651.83,0.0621,175.37,240,0.0113
ENP-2026-04596,Solar,27448.66,0.0551,187.99,240,0.0942
ENP-2026-04597,Solar,24554.61,0.0621,155.03,240,0.0153
ENP-2026-04598,Solar,25169.23,0.0548,171.28,240,0.0087
ENP-2026-04599,Solar,22960.21,0.062,162.13,240,0.024
ENP-2026-04600,Solar,27930.22,0.0552,177.14,240,0.0332
ENP-2026-04601,Solar,23130.57,0.0623,203.05,240,0.0104
ENP-2026-04602,Heat Pump,34949.64,0.0652,238.86,240,0.0203
ENP-2026-04603,Heat Pump,29685.49,0.0665,247.04,240,0.0103
ENP-2026-04604,Solar,25873.21,0.0472,200.32,240,0.0562
ENP-2026-04605,Heat Pump,31774.36,0.0698,278.33,240,0.0298
ENP-2026-04606,Heat Pump,38236.31,0.0639,251.47,240,0.0464
ENP-2026-04607,Heat Pump,37035.85,0.0679,231.65,240,0.0299
ENP-2026-04608,Solar,24605.54,0.0589,179.46,240,0.0308
ENP-2026-04609,Heat Pump,42087.97,0.0649,284.26,240,0.0105
ENP-2026-04610,Solar,21409.56,0.0499,197.57,240,0.0401
ENP-2026-04611,Solar,22937.82,0.0586,195.3,240,0.0096
ENP-2026-04612,Solar,23207.02,0.059,168.26,240,0.0243
ENP-2026-04613,Solar,26810.18,0.0637,152.97,240,0.0056
ENP-2026-04614,Solar,21982.55,0.0512,178.17,240,0.0181
ENP-2026-04615,Solar,23054.48,0.0535,181.84,240,0.0367
ENP-2026-04616,Solar,28124.71,0.0564,173.41,240,0.0072
ENP-2026-04617,Heat Pump,31688.26,0.0652,272.02,240,0.0577
ENP-2026-04618,Heat Pump,31875.53,0.0695,233.13,240,0.0167
ENP-2026-04619,Solar,23447.67,0.0544,143.61,240,0.0481
ENP-2026-04620,Heat Pump,44389.2,0.0651,242.17,240,0.0231
ENP-2026-04621,Heat Pump,30705.77,0.0593,268.13,240,0.0068
ENP-2026-04622,Heat Pump,39720.48,0.0608,284.55,240,0.0692
ENP-2026-04623,Solar,27652.23,0.055,171.93,240,0.0044
ENP-2026-04624,Solar,25059.9,0.0557,161.75,240,0.0072
ENP-2026-04625,Heat Pump,34436.32,0.0587,230.31,240,0.0102
ENP-2026-04626,Solar,27357.01,0.052,155.36,240,0.0497
ENP-2026-04627,Solar,28136.32,0.055,193.06,240,0.0401
ENP-2026-04628,Solar,27536.25,0.0533,180.39,240,0.0699
ENP-2026-04629,Solar,23445.36,0.0596,155.01,240,0.0679
ENP-2026-04630,Solar,26698.46,0.0544,164.13,240,0.0233
ENP-2026-04631,Solar,28919.38,0.0512,160.97,240,0.0144
ENP-2026-04632,Solar,24977.91,0.0492,186.08,240,0.0447
ENP-2026-04633,Heat Pump,38687.7,0.0652,258.52,240,0.007
ENP-2026-04634,Heat Pump,36391.31,0.0656,246.94,240,0.027
ENP-2026-04635,Solar,22692.28,0.0625,172.15,240,0.0103
ENP-2026-04636,Heat Pump,36830.49,0.069,270.33,240,0.022
ENP-2026-04637,Solar,24069.26,0.0598,165.2,240,0.0265
ENP-2026-04638,Solar,27636.22,0.0595,174.45,240,0.0158
ENP-2026-04639,Heat Pump,35724.11,0.0731,283.11,240,0.0183
ENP-2026-04640,Heat Pump,36890.57,0.0641,230.42,240,0.1175
ENP-2026-04641,Heat Pump,41102.57,0.0656,254.54,240,0.0117
ENP-2026-04642,Solar,21844.05,0.0717,196.51,240,0.0244
ENP-2026-04643,Heat Pump,38025.35,0.068,212.93,240,0.0061
ENP-2026-04644,Solar,25317.45,0.0528,183.11,240,0.015
ENP-2026-04645,Solar,24384.58,0.0527,164.46,240,0.0118
ENP-2026-04646,Solar,26643.7,0.0419,173.55,240,0.0085
ENP-2026-04647,Solar,24408.87,0.0639,179.8,240,0.0694
ENP-2026-04648,Solar,26194.09,0.0677,184.17,240,0.0681
ENP-2026-04649,Heat Pump,35816.7,0.0667,256.64,240,0.0679
ENP-2026-04650,Solar,25427.13,0.045,187.76,240,0.0289
ENP-2026-04651,Solar,23793.9,0.0593,190.47,240,0.0633
ENP-2026-04652,Solar,25599.98,0.0577,162.1,240,0.0514
ENP-2026-04653,Solar,21898.05,0.0505,167.19,240,0.0167
ENP-2026-04654,Heat Pump,35862.61,0.0672,285.33,240,0.0451
ENP-2026-04655,Solar,23628.86,0.0671,193.02,240,0.0222
ENP-2026-04656,Solar,24377.56,0.0568,209.05,240,0.0121
ENP-2026-04657,Heat Pump,29641.73,0.0666,249.35,240,0.0441
ENP-2026-04658,Solar,26107.77,0.0547,158.51,240,0.0406
ENP-2026-04659,Solar,23878.54,0.0493,165.56,240,0.0093
ENP-2026-04660,Solar,27293.74,0.0558,183.42,240,0.0107
ENP-2026-04661,Solar,28005.91,0.0561,168.69,240,0.0412
ENP-2026-04662,Solar,23604.22,0.0653,180.77,240,0.0246
ENP-2026-04663,Solar,23656.82,0.0715,168.16,240,0.029
ENP-2026-04664,Heat Pump,39390.34,0.0646,291.05,240,0.0177
ENP-2026-04665,Heat Pump,37176.34,0.0634,223.12,240,0.0047
ENP-2026-04666,Solar,21316.64,0.0587,192.84,240,0.0274
ENP-2026-04667,Solar,24788.03,0.0537,183.42,240,0.0049
ENP-2026-04668,Heat Pump,35378.38,0.0697,226.38,240,0.0164
ENP-2026-04669,Solar,28502.37,0.0578,171.08,240,0.0547
ENP-2026-04670,Solar,27877.82,0.0526,160.42,240,0.0301
ENP-2026-04671,Solar,24035.98,0.0652,174.46,240,0.0291
ENP-2026-04672,Heat Pump,32477.81,0.062,236.17,240,0.0692
ENP-2026-04673,Solar,26698.11,0.0613,171.37,240,0.0194
ENP-2026-04674,Solar,22526.41,0.0612,171.27,240,0.0079
ENP-2026-04675,Solar,24172.29,0.0563,208.64,240,0.024
ENP-2026-04676,Heat Pump,39495.84,0.0658,259.17,240,0.0347
ENP-2026-04677,Solar,25981.8,0.0666,188.29,240,0.0269
ENP-2026-04678,Heat Pump,33947.74,0.0565,279.37,240,0.0367
ENP-2026-04679,Solar,21451.94,0.0621,177.54,240,0.0583
ENP-2026-04680,Solar,26456.23,0.06,165.37,240,0.0161
ENP-2026-04681,Solar,24435.21,0.0582,214.78,240,0.0177
ENP-2026-04682,Solar,23694.62,0.0677,180.91,240,0.044
ENP-2026-04683,Heat Pump,36419.78,0.0652,264.52,240,0.0182
ENP-2026-04684,Solar,25655.31,0.0479,185.76,240,0.0184
ENP-2026-04685,Heat Pump,40999.49,0.0663,279.45,240,0.0481
ENP-2026-04686,Solar,28535.22,0.056,199.25,240,0.0163
ENP-2026-04687,Solar,23114.33,0.0537,179.21,240,0.0193
ENP-2026-04688,Solar,29773.38,0.0585,173.56,240,0.0873
ENP-2026-04689,Solar,25670.7,0.0651,196.3,240,0.0131
ENP-2026-04690,Heat Pump,28524.42,0.0698,230.68,240,0.0147
ENP-2026-04691,Solar,25476.19,0.0641,170.2,240,0.0204
ENP-2026-04692,Solar,21840.79,0.0586,172.36,240,0.0061
ENP-2026-04693,Solar,24212.9,0.0594,196.72,240,0.0474
ENP-2026-04694,Solar,24826.74,0.0654,180.94,240,0.0211
ENP-2026-04695,Solar,23476.89,0.0658,171.45,240,0.0076
ENP-2026-04696,Heat Pump,34878.41,0.064,264.9,240,0.0588
ENP-2026-04697,Solar,25194.9,0.0591,190.67,240,0.0105
ENP-2026-04698,Solar,25341.98,0.0638,171.09,240,0.0258
ENP-2026-04699,Solar,29636.41,0.0592,200.98,240,0.0177
ENP-2026-04700,Heat Pump,40550.89,0.0606,261.9,240,0.0335
ENP-2026-04701,Solar,27518.36,0.0498,166.84,240,0.0217
ENP-2026-04702,Solar,22275.82,0.0659,157.98,240,0.0359
ENP-2026-04703,Solar,22429.22,0.0604,170.55,240,0.018
ENP-2026-04704,Solar,21781.16,0.0625,168.61,240,0.0071
ENP-2026-04705,Solar,25475.51,0.0574,185.02,240,0.0361
ENP-2026-04706,Solar,21412.9,0.0617,202.37,240,0.0204
ENP-2026-04707,Heat Pump,33166.13,0.0555,284.46,240,0.0231
ENP-2026-04708,Solar,28783.69,0.0545,176.78,240,0.0268
ENP-2026-04709,Heat Pump,32587.02,0.0693,242.41,240,0.0045
ENP-2026-04710,Solar,26299.57,0.054,195.15,240,0.0213
ENP-2026-04711,Solar,27367.0,0.06,165.88,240,0.0224
ENP-2026-04712,Solar,26600.96,0.0652,190.47,240,0.0176
ENP-2026-04713,Solar,26595.47,0.0459,167.89,240,0.0419
ENP-2026-04714,Heat Pump,38609.45,0.0653,255.63,240,0.0292
ENP-2026-04715,Solar,22947.15,0.0617,188.39,240,0.0259
ENP-2026-04716,Solar,23749.93,0.0543,172.12,240,0.0176
ENP-2026-04717,Solar,24216.82,0.0593,178.94,240,0.0127
ENP-2026-04718,Heat Pump,38982.59,0.0616,265.58,240,0.0129
ENP-2026-04719,Solar,23500.22,0.0516,176.25,240,0.0014
ENP-2026-04720,Heat Pump,36056.85,0.0665,247.4,240,0.0235
ENP-2026-04721,Solar,22773.79,0.0639,169.32,240,0.0116
ENP-2026-04722,Solar,27917.22,0.0545,156.11,240,0.0288
ENP-2026-04723,Solar,23175.96,0.0587,196.2,240,0.0216
ENP-2026-04724,Solar,28842.6,0.059,160.96,240,0.0347
ENP-2026-04725,Solar,24303.15,0.0592,165.51,240,0.0293
ENP-2026-04726,Solar,25066.76,0.0658,167.54,240,0.0282
ENP-2026-04727,Heat Pump,37010.91,0.0597,278.14,240,0.0297
ENP-2026-04728,Heat Pump,34927.56,0.0774,269.55,240,0.0065
ENP-2026-04729,Solar,23987.9,0.0644,180.0,240,0.0718
ENP-2026-04730,Solar,24967.91,0.0665,168.18,240,0.0451
ENP-2026-04731,Solar,26144.82,0.0607,171.37,240,0.0221
ENP-2026-04732,Solar,20071.03,0.05,191.14,240,0.0121
ENP-2026-04733,Solar,26371.02,0.0607,196.21,240,0.0295
ENP-2026-04734,Heat Pump,35416.85,0.0668,237.42,240,0.0298
ENP-2026-04735,Solar,23031.57,0.0635,195.27,240,0.0451
ENP-2026-04736,Solar,21387.61,0.0586,141.84,240,0.0336
ENP-2026-04737,Solar,26203.4,0.0545,176.7,240,0.0079
ENP-2026-04738,Solar,26806.19,0.0594,169.71,240,0.0215
ENP-2026-04739,Solar,25188.58,0.0568,188.43,240,0.0203
ENP-2026-04740,Solar,21150.7,0.0498,166.8,240,0.0306
ENP-2026-04741,Solar,29477.44,0.0649,193.64,240,0.0726
ENP-2026-04742,Solar,25663.36,0.0554,178.83,240,0.009
ENP-2026-04743,Solar,24981.17,0.0586,166.7,240,0.0134
ENP-2026-04744,Heat Pump,32237.39,0.0743,266.04,240,0.0276
ENP-2026-04745,Solar,25600.95,0.0622,190.04,240,0.058
ENP-2026-04746,Solar,26107.8,0.0476,183.17,240,0.0188
ENP-2026-04747,Solar,26554.35,0.0606,192.66,240,0.0142
ENP-2026-04748,Solar,26176.59,0.0471,179.41,240,0.0129
ENP-2026-04749,Solar,27621.71,0.0584,192.94,240,0.019
ENP-2026-04750,Heat Pump,38172.16,0.0649,265.76,240,0.0466
ENP-2026-04751,Solar,21833.84,0.0562,182.29,240,0.0284
ENP-2026-04752,Solar,26681.26,0.0601,157.11,240,0.0454
ENP-2026-04753,Solar,27465.16,0.0586,160.33,240,0.0756
ENP-2026-04754,Solar,22695.42,0.0548,178.98,240,0.0339
ENP-2026-04755,Heat Pump,40001.95,0.069,254.61,240,0.0193
ENP-2026-04756,Heat Pump,38126.85,0.061,309.58,240,0.0355
ENP-2026-04757,Solar,21899.38,0.0598,209.0,240,0.0084
ENP-2026-04758,Heat Pump,39979.36,0.0649,284.15,240,0.0414
ENP-2026-04759,Solar,25551.39,0.0539,157.69,240,0.006
ENP-2026-04760,Heat Pump,32908.27,0.0661,251.14,240,0.0498
ENP-2026-04761,Solar,27647.82,0.0539,209.41,240,0.0392
ENP-2026-04762,Heat Pump,38175.98,0.0636,245.34,240,0.006
ENP-2026-04763,Heat Pump,34165.1,0.0689,261.54,240,0.0111
ENP-2026-04764,Solar,23913.01,0.0726,174.98,240,0.0203
ENP-2026-04765,Solar,28103.56,0.0534,190.75,240,0.016
ENP-2026-04766,Heat Pump,39607.36,0.0572,236.73,240,0.0104
ENP-2026-04767,Heat Pump,35343.64,0.0649,266.65,240,0.0063
ENP-2026-04768,Solar,25071.5,0.0572,187.42,240,0.0259
ENP-2026-04769,Solar,25574.28,0.0622,187.61,240,0.0435
ENP-2026-04770,Solar,25807.79,0.0521,174.7,240,0.0585
ENP-2026-04771,Solar,25387.48,0.0584,139.9,240,0.0257
ENP-2026-04772,Solar,21449.15,0.0558,171.99,240,0.0165
ENP-2026-04773,Solar,22704.87,0.0494,194.87,240,0.0108
ENP-2026-04774,Heat Pump,38912.17,0.0676,292.86,240,0.0174
ENP-2026-04775,Solar,24725.93,0.066,154.76,240,0.0084
ENP-2026-04776,Heat Pump,33090.33,0.0645,259.45,240,0.0019
ENP-2026-04777,Solar,22644.91,0.0615,162.8,240,0.0269
ENP-2026-04778,Solar,25362.85,0.0605,178.78,240,0.0063
ENP-2026-04779,Solar,21932.96,0.0602,162.29,240,0.0393
ENP-2026-04780,Solar,26965.79,0.0589,174.15,240,0.0131
ENP-2026-04781,Solar,25473.98,0.0572,194.51,240,0.0054
ENP-2026-04782,Solar,22887.36,0.0575,177.99,240,0.0129
ENP-2026-04783,Solar,27065.63,0.0664,186.51,240,0.0185
ENP-2026-04784,Solar,24872.45,0.059,177.39,240,0.0152
ENP-2026-04785,Solar,25364.27,0.0562,168.22,240,0.0228
ENP-2026-04786,Solar,26653.65,0.0574,160.7,240,0.0357
ENP-2026-04787,Heat Pump,35253.5,0.0699,268.1,240,0.0494
ENP-2026-04788,Heat Pump,37362.24,0.071,236.79,240,0.0146
ENP-2026-04789,Solar,23966.16,0.0622,182.88,240,0.0144
ENP-2026-04790,Solar,26869.01,0.0623,190.51,240,0.0706
ENP-2026-04791,Solar,25422.84,0.058,168.8,240,0.0277
ENP-2026-04792,Heat Pump,35388.41,0.0731,257.95,240,0.0427
ENP-2026-04793,Solar,23773.19,0.0494,174.68,240,0.0091
ENP-2026-04794,Solar,26350.8,0.055,167.24,240,0.0203
ENP-2026-04795,Solar,24396.69,0.0565,184.68,240,0.0086
ENP-2026-04796,Solar,28769.21,0.0504,178.41,240,0.0295
ENP-2026-04797,Solar,22871.77,0.0447,176.36,240,0.0073
ENP-2026-04798,Heat Pump,34777.18,0.0629,254.4,240,0.0139
ENP-2026-04799,Solar,25200.71,0.0569,180.21,240,0.0758
ENP-2026-04800,Solar,25016.94,0.0654,163.12,240,0.0343
ENP-2026-04801,Solar,20503.81,0.0616,168.08,240,0.0223
ENP-2026-04802,Solar,24030.54,0.0605,191.16,240,0.026
ENP-2026-04803,Heat Pump,33727.6,0.0603,237.52,240,0.0345
ENP-2026-04804,Solar,22687.62,0.0664,172.33,240,0.0206
ENP-2026-04805,Heat Pump,38910.34,0.0645,307.97,240,0.0028
ENP-2026-04806,Solar,22110.58,0.0487,156.89,240,0.0249
ENP-2026-04807,Solar,24875.1,0.0595,186.41,240,0.0285
ENP-2026-04808,Heat Pump,34837.1,0.0673,255.36,240,0.0176
ENP-2026-04809,Solar,26627.65,0.0524,184.6,240,0.0074
ENP-2026-04810,Heat Pump,35707.49,0.0616,231.63,240,0.0552
ENP-2026-04811,Solar,25860.47,0.0634,188.64,240,0.0192
ENP-2026-04812,Heat Pump,36293.82,0.0672,261.38,240,0.0189
ENP-2026-04813,Solar,27449.57,0.0646,185.69,240,0.0036
ENP-2026-04814,Solar,27063.63,0.057,183.19,240,0.03
ENP-2026-04815,Heat Pump,38401.39,0.0635,267.03,240,0.0183
ENP-2026-04816,Heat Pump,32772.41,0.0629,260.1,240,0.0242
ENP-2026-04817,Heat Pump,38594.18,0.0722,287.95,240,0.0543
ENP-2026-04818,Heat Pump,36795.23,0.0637,225.51,240,0.0458
ENP-2026-04819,Heat Pump,30529.54,0.0666,272.62,240,0.0383
ENP-2026-04820,Solar,25639.36,0.0609,162.73,240,0.0675
ENP-2026-04821,Solar,23043.32,0.0485,172.98,240,0.0233
ENP-2026-04822,Solar,21628.13,0.0588,198.86,240,0.0307
ENP-2026-04823,Solar,23565.52,0.061,168.21,240,0.0181
ENP-2026-04824,Solar,25519.27,0.0614,191.13,240,0.024
ENP-2026-04825,Solar,24844.82,0.0626,181.93,240,0.0059
ENP-2026-04826,Solar,30320.45,0.0568,181.01,240,0.0371
ENP-2026-04827,Solar,23292.27,0.0613,163.43,240,0.0415
ENP-2026-04828,Solar,25449.44,0.0589,179.89,240,0.0259
ENP-2026-04829,Solar,22369.19,0.069,182.6,240,0.0676
ENP-2026-04830,Solar,25645.39,0.0581,195.89,240,0.0743
ENP-2026-04831,Heat Pump,34703.28,0.0632,277.1,240,0.0148
ENP-2026-04832,Solar,24049.63,0.0571,155.62,240,0.0244
ENP-2026-04833,Solar,26976.05,0.0546,210.61,240,0.0372
ENP-2026-04834,Solar,25342.48,0.0574,195.33,240,0.0173
ENP-2026-04835,Solar,26411.6,0.0578,160.01,240,0.0306
ENP-2026-04836,Solar,24977.24,0.0547,186.08,240,0.0375
ENP-2026-04837,Solar,21188.92,0.0633,201.45,240,0.0372
ENP-2026-04838,Solar,26644.22,0.0528,209.65,240,0.0076
ENP-2026-04839,Solar,24460.58,0.0676,184.55,240,0.0139
ENP-2026-04840,Solar,27679.06,0.0622,194.11,240,0.0179
ENP-2026-04841,Heat Pump,35294.99,0.0615,266.89,240,0.0495
ENP-2026-04842,Heat Pump,40048.73,0.0675,258.37,240,0.0331
ENP-2026-04843,Solar,24910.71,0.0557,205.95,240,0.0453
ENP-2026-04844,Solar,25594.94,0.0666,212.52,240,0.0142
ENP-2026-04845,Solar,24498.08,0.0463,142.0,240,0.0121
ENP-2026-04846,Solar,22871.06,0.052,173.49,240,0.0411
ENP-2026-04847,Heat Pump,33377.27,0.0643,269.45,240,0.0288
ENP-2026-04848,Solar,25583.6,0.0487,163.29,240,0.0137
ENP-2026-04849,Heat Pump,32603.65,0.0554,264.38,240,0.0136
ENP-2026-04850,Solar,25673.22,0.0473,171.79,240,0.0098
ENP-2026-04851,Heat Pump,36553.42,0.0699,280.29,240,0.0427
ENP-2026-04852,Solar,24056.76,0.0567,177.21,240,0.0632
ENP-2026-04853,Heat Pump,28720.9,0.0705,271.53,240,0.0657
ENP-2026-04854,Solar,26964.34,0.0586,179.53,240,0.046
ENP-2026-04855,Solar,24964.1,0.0512,201.61,240,0.0238
ENP-2026-04856,Solar,25502.39,0.067,196.24,240,0.0332
ENP-2026-04857,Solar,25025.37,0.0577,170.08,240,0.0203
ENP-2026-04858,Heat Pump,37932.01,0.0709,293.26,240,0.0123
ENP-2026-04859,Heat Pump,33804.65,0.0664,242.97,240,0.0185
ENP-2026-04860,Heat Pump,32148.91,0.0715,254.23,240,0.078
ENP-2026-04861,Solar,25317.03,0.055,165.35,240,0.0371
ENP-2026-04862,Heat Pump,38749.97,0.0631,280.25,240,0.0199
ENP-2026-04863,Solar,21364.3,0.0632,198.82,240,0.0034
ENP-2026-04864,Solar,19287.13,0.0559,164.54,240,0.0166
ENP-2026-04865,Solar,28531.41,0.0551,184.54,240,0.0419
ENP-2026-04866,Solar,26927.14,0.0674,174.9,240,0.0461
ENP-2026-04867,Solar,25129.91,0.0506,169.49,240,0.0168
ENP-2026-04868,Solar,24572.34,0.0576,186.91,240,0.0064
ENP-2026-04869,Solar,21364.52,0.051,183.39,240,0.0235
